ID,Hash,Subject,Message,Num_files,LOC,changed files | + | -| sum,Labels,
6354,c5233b7d4bf3c35e5c5809f4b7adbf6220e263ce,Fix typo in internal documentation for `TrustedRandomAccess`,`next_back` is a method of DoubleEndedIterator  not Iterator.   ,1,2,   library/core/src/iter/adapters/zip.rs--1--1--2,Corrective,
52062,73e0c1e968caaf7b70d659e58c0a40782c60f8da,Fix review nits, ,3,14,   src/libsyntax_pos/hygiene.rs--5--5--10   src/libproc_macro/lib.rs--1--1--2   src/libsyntax_pos/lib.rs--1--1--2,Perfective,
49307,9d2999461fbc07a7059363aacf2b0bcf615d322b,"nit: clarify ""keep it around"" comment", ,1,4,   src/librustc_data_structures/graph/scc/mod.rs--2--2--4,Perfective,
84093,a2e277edf49cb05e79c0346de9a145e4ce6754cb,Add enum discriminats to the reference.,Fixes #15755   ,1,21,   src/doc/reference.md--21--0--21,Perfective,
17573,2278c7255a1423b12d0efee3de43b23fa0d5b892,Remove vec-to_str.rs  merge the remaining test in with vec, ,2,10,   src/test/ui/array-slice-vec/vec-to_str.rs--0--7--7   library/alloc/tests/vec.rs--3--0--3,Perfective,
10659,5e29aa6fdf4c8729ffd01c40aa17ad9bd501d1df,lintcheck: add support for path sources, ,4,49,   clippy_dev/src/lintcheck.rs--37--3--40   clippy_dev/README.md--3--2--5   clippy_dev/Cargo.toml--2--1--3   clippy_dev/lintcheck_crates.toml--1--0--1,Adaptive,
60495,7b5f8a36ab94695e8d9b48fa007d72e586e6b8df,try harder to preserve regions when doing inference,This is not complete yet  but it is enough to make unsized-tuple-impls work.   ,2,32,   src/librustc_mir/interpret/validation.rs--28--3--31   src/librustc_mir/interpret/memory.rs--1--0--1,Adaptive,
998,ee3b46689b64f5428b95769cd6d770ff9821690a,Pull in libkvm on FreeBSD, ,1,2,   src/ci/docker/scripts/freebsd-toolchain.sh--1--1--2,Perfective,
68467,8ea426a6ceb0bee93799a4ffbec6e03c95d2c670,Update E0370 to new error format, ,3,67,   src/test/compile-fail/discrim-overflow-2.rs--21--8--29   src/test/compile-fail/discrim-overflow.rs--21--8--29   src/librustc_typeck/collect.rs--5--4--9,Perfective,
31808,8bb81fdc3b8507a0537231d0636dc3964dc44b94,Update dependencies, ,1,50,   Cargo.lock--20--30--50,Perfective,
3389,785309b8b19601e3cf38955c0cbedcd682c7487b,Add make tests for preserving test binaries,fix: #88110   ,2,32,   src/test/run-make/doctests-keep-binaries/Makefile--21--0--21   src/test/run-make/doctests-keep-binaries/t.rs--11--0--11,Perfective,
9522,aa7ac6e957747c0fc2edae126162bdfd8faff69c,Remove notes  increase S/N ratio, ,2,25,   compiler/rustc_ast_lowering/src/expr.rs--8--14--22   .../ui/rfc-2497-if-let-chains/feature-gate.stderr--0--3--3,Perfective,
20959,e855b90a8e159d27e014847ef50d9536aa1249d0,track caller for delay_span_bug, ,2,30,   src/librustc_middle/ty/context.rs--4--22--26   src/librustc_errors/lib.rs--4--0--4,Perfective,
110350,7efb9426394ce5854b906bd3d7394bfc2228a9d0,rt: Remove the now-unused upcall_ivec_resize and upcall_ivec_spill  which allocated from the wrong heap, ,2,42,   src/rt/rust_upcall.cpp--0--40--40   src/rt/rustrt.def.in--0--2--2,Perfective,
106968,d2be5b6c7a20b8b33f61cd0db4a3cbbdd7a5448a,Remove tests for objs  adjust tests that use objs, ,58,398,   src/test/run-pass/obj-docs.rs--0--22--22   src/test/run-pass/anon-obj-cats.rs--0--17--17   src/test/run-pass/anon-obj-no-inner-obj-simple.rs--0--16--16   src/test/run-pass/anon-obj-overriding.rs--0--15--15   src/test/run-pass/item-attributes.rs--1--11--12   src/test/run-pass/anon-obj-with-self-call.rs--0--12--12   src/test/run-pass/nested-obj-self.rs--0--11--11   src/test/run-pass/simple-anon-objs.rs--0--11--11   src/test/run-pass/anon-objs-with-fields.rs--0--10--10   src/test/run-pass/anon-obj-backwarding-2.rs--0--10--10   .../compile-fail/anon-obj-overriding-wrong-type.rs--0--9--9   src/test/run-pass/issue-718.rs--0--9--9   src/test/run-pass/binops.rs--0--9--9   src/test/run-pass/anon-obj-backwarding.rs--0--9--9   src/test/run-pass/generic-obj.rs--0--9--9   .../run-pass/anon-obj-refer-to-parallel-method.rs--0--9--9   src/test/run-pass/obj-self-4.rs--0--9--9   src/test/bench/shootout-fasta.rs--4--4--8   src/test/run-pass/obj-as.rs--0--8--8   src/test/run-pass/anon-obj-degenerate.rs--0--8--8   src/test/run-pass/anon-obj-no-inner-obj.rs--0--8--8   src/test/run-pass/obj-recursion.rs--0--8--8   src/test/run-pass/standalone-method.rs--0--8--8   src/test/run-pass/stateful-obj.rs--0--8--8   src/test/run-pass/anon-obj-overriding-reduced.rs--0--7--7   src/test/run-pass/interface-narrowing.rs--0--7--7   src/test/run-pass/bind-obj-ctor.rs--0--7--7   src/test/run-pass/generic-obj-with-derived-type.rs--0--7--7   src/test/run-pass/obj-self-3.rs--0--7--7   src/test/run-pass/anon-obj-with-self-call-2.rs--0--6--6   src/test/pretty/anon-obj.rs--0--6--6   src/test/run-pass/obj-return-polytypes.rs--0--5--5   src/test/run-pass/obj-self-2.rs--0--5--5   src/test/compile-fail/not-a-pred-3.rs--0--5--5   src/test/compile-fail/self-missing-method.rs--0--5--5   src/test/run-pass/autoderef-objfn.rs--0--5--5   src/test/run-pass/obj-self.rs--0--5--5   src/test/compile-fail/extend-non-object.rs--0--5--5   src/test/run-pass/task-comm.rs--0--5--5   src/test/compile-fail/constructor-as-cast.rs--0--4--4   src/test/run-pass/first-class-method.rs--0--4--4   src/test/run-pass/obj-with-vec.rs--0--4--4   src/test/compile-fail/self-call-non-obj.rs--0--4--4   src/test/run-pass/simple-obj.rs--0--4--4   src/test/run-pass/init-res-into-things.rs--0--4--4   src/test/run-pass/tag-and-generic-obj.rs--0--4--4   src/test/compile-fail/direct-obj-fn-call.rs--0--3--3   src/test/run-pass/obj-drop.rs--0--3--3   src/test/run-pass/conditional-compile.rs--0--3--3   src/test/run-pass/foreach-unique-drop.rs--0--3--3   src/test/compile-fail/no-self-dispatch.rs--0--3--3   src/test/compile-fail/binop-sub-obj.rs--0--2--2   src/test/compile-fail/bad-type-env-capture.rs--1--1--2   src/test/compile-fail/bad-env-capture3.rs--1--1--2   src/test/run-pass/cycle-collection5.rs--1--1--2   src/test/compile-fail/writing-to-immutable-obj.rs--0--2--2   src/test/compile-fail/not-a-pred.rs--1--1--2   src/rustdoc/rustdoc.rs--0--1--1,Perfective,
78585,e318328d63e122b5b3e516a0592367eaa2b6ea93,all: whitespace cleanup,* 4-space indentation  * no trailing whitespace  * no tabs   ,34,247,   src/bit_mask.rs--17--18--35   src/len_zero.rs--14--14--28   src/attrs.rs--9--10--19   src/eq_op.rs--9--9--18   tests/compile-fail/len_zero.rs--8--8--16   tests/compile-fail/approx_const.rs--6--7--13   src/mut_mut.rs--5--6--11   tests/compile-fail/bit_masks.rs--5--5--10   src/ptr_arg.rs--4--5--9   src/approx_const.rs--3--4--7   src/needless_bool.rs--3--4--7   src/unicode.rs--3--4--7   tests/compile-fail/float_cmp.rs--3--3--6   tests/compile-fail/eq_op.rs--3--3--6   tests/compile-fail/cmp_owned.rs--2--3--5   tests/compile-fail/mut_mut.rs--2--3--5   src/collapsible_if.rs--2--2--4   tests/mut_mut_macro.rs--2--2--4   tests/compile-fail/cmp_nan.rs--2--2--4   tests/compile-fail/identity_op.rs--2--2--4   tests/compile-fail/attrs.rs--1--2--3   tests/compile-fail/unicode.rs--1--2--3   tests/compile-fail/collapsible_if.rs--1--1--2   src/utils.rs--1--1--2   src/strings.rs--1--1--2   tests/compile-fail/box_vec.rs--1--1--2   src/identity_op.rs--1--1--2   tests/compile-fail/needless_bool.rs--1--1--2   tests/compile-fail/precedence.rs--1--1--2   tests/compile-fail/ptr_arg.rs--1--1--2   tests/compile-fail/strings.rs--1--1--2   tests/compile-test.rs--1--1--2   README.md--1--1--2   src/eta_reduction.rs--0--1--1,Perfective,
69577,9563f14eb5d77d992f7cde5db227f8c83351427b,demonstrate `RHS != Self` use cases for `Mul` and `Div`,Vector-scalar multipication is a good usecase for this. Thanks #rust!   ,1,54,   src/libcore/ops.rs--54--0--54,Perfective,
52662,ccc049d54797522bf694b834b4a4848251e8e40d,rustbuild: Fix setting initial cargo, ,1,2,   src/bootstrap/config.rs--1--1--2,Corrective,
109037,d0c509ad1b8a13102e7cb6ba2bf1d2dc75e5177e,Remove a bunch of string builtins. Issue #855, ,5,44,   src/rt/rust_builtin.cpp--0--32--32   src/test/run-pass/binops.rs--2--2--4   src/lib/str.rs--0--3--3   src/rt/rustrt.def.in--0--3--3   src/test/run-pass/conditional-compile.rs--1--1--2,Corrective,
85777,796e4b8a885b44342cad8363661069783d3b7fed,Typo, ,1,14,   src/doc/guide-ownership.md--7--7--14,Perfective,
45666,029e2618d007e0aebc1a45f8350f9c89df4d18dc,rustc/ty: simplify common patterns, ,6,66,   src/librustc/ty/error.rs--12--13--25   src/librustc/ty/context.rs--7--10--17   src/librustc/ty/query/plumbing.rs--4--8--12   src/librustc/ty/inhabitedness/def_id_forest.rs--1--6--7   src/librustc/ty/flags.rs--1--3--4   src/librustc/ty/query/on_disk_cache.rs--0--1--1,Perfective,
70151,b901e76ffdf1cb09dee2ebea30aad45ac903fae1,Bump to 0.0.80, ,3,9,   Cargo.toml--2--2--4   CHANGELOG.md--3--0--3   clippy_lints/Cargo.toml--1--1--2,Perfective,
8865,1438207c3d150ce42804e857537b12082c68c79b,use BITS constant, ,1,2,   library/alloc/src/collections/vec_deque/mod.rs--1--1--2,Perfective,
52614,4f6ed513d11baa71d39a1a048a6ccb67846775a1,fix authorship in book.toml, ,1,2,   src/doc/rustc/book.toml--1--1--2,Perfective,
3082,677c786109a5b47b3f143847e278689687d63abb,Move add_rlib and add_native_library to cg_ssa,This deduplicates logic between codegen backends   ,1,58,   src/archive.rs--14--44--58,Perfective,
32587,1962d75c10363e1754df5526ed8fa01d22e42f24,fix mir-opt tests, ,2,36,   src/test/mir-opt/generator-storage-dead-unwind.rs--11--12--23   src/test/mir-opt/box_expr.rs--4--9--13,Corrective,
105552,321fd80219e024cabb7ee539e701bc6b4a258751,Add an infinite loop construct,Add a loop {} construct for infinite loops  and use it in test  cases. See #1906 for details.   ,33,99,   src/rustc/metadata/astencode_gen.rs--12--9--21   src/libstd/uv.rs--6--6--12   src/rustc/middle/tstate/states.rs--3--1--4   src/rustc/syntax/parse/parser.rs--2--2--4   src/rustc/middle/trans/base.rs--3--1--4   src/rustc/middle/tstate/pre_post_conditions.rs--3--0--3   src/libcore/uint.rs--1--1--2   src/rustc/middle/last_use.rs--1--1--2   src/rustc/middle/typeck.rs--1--1--2   src/test/run-pass/terminate-in-initializer.rs--1--1--2   src/rustc/syntax/fold.rs--1--1--2   src/test/run-pass/unreachable-code.rs--1--1--2   src/test/run-pass/weird-exprs.rs--1--1--2   src/rustdoc/markdown_writer.rs--1--1--2   src/rustdoc/page_pass.rs--1--1--2   src/test/bench/shootout-pfib.rs--1--1--2   src/test/bench/task-perf-word-count-generic.rs--1--1--2   src/test/bench/task-perf-word-count.rs--1--1--2   .../block-must-not-have-result-while.rs--1--1--2   src/test/compile-fail/while-bypass.rs--1--1--2   src/test/compile-fail/while-loop-constraints.rs--1--1--2   .../compile-fail/while-loop-pred-constraints.rs--1--1--2   src/test/run-pass/acyclic-unwind.rs--1--1--2   src/test/run-pass/break-value.rs--1--1--2   src/test/run-pass/infinite-loops.rs--1--1--2   src/test/run-pass/issue-687.rs--1--1--2   src/test/run-pass/last-use-corner-cases.rs--1--1--2   src/test/run-pass/last-use-in-block.rs--1--1--2   src/test/run-pass/preempt.rs--1--1--2   src/test/run-pass/send-iloop.rs--1--1--2   src/rustc/syntax/ast.rs--1--0--1   src/rustc/syntax/print/pprust.rs--1--0--1   src/rustc/syntax/visit.rs--1--0--1,Corrective,
73770,b756aecee7a7b1813fb5c12cf11d9f7d7007a546,Uncomment now-working test., ,1,20,   test/loops.rs--10--10--20,Perfective,
88077,9b44dfc7644978592ce7f9d4a683c552a5021cef,rustdoc: Add rustdoc class to <body> tag,This allows for easier application of user stylesheets to rustdocs no  matter where they are hosted.   ,2,4,   src/librustdoc/html/layout.rs--1--1--2   src/librustdoc/markdown.rs--1--1--2,Perfective,
36674,8f3753703c9e4e587fcb9790a07aa18b310b8431,Fix slice const generic length display, ,2,17,   src/test/rustdoc/const-generics/const-generic-slice.rs--12--0--12   src/librustdoc/clean/mod.rs--4--1--5,Corrective,
100010,2d3c22ae590a6ceadd612fbf775f258ca64baa90,arrange core::os::consts, ,7,62,   src/libcore/os.rs--25--15--40   src/librustc/back/link.rs--5--2--7   src/librustc/metadata/loader.rs--4--2--6   src/librustc/driver/driver.rs--1--2--3   src/compiletest/header.rs--1--1--2   src/compiletest/runtest.rs--1--1--2   src/libcargo/cargo.rc--1--1--2,Corrective,
56207,03530ee1a7e9320b518af9cefafbee5d32d8e519,Add tests for hidden types, ,1,27,   src/test/rustdoc/hidden-trait-struct-impls.rs--27--0--27,Perfective,
74142,1a26a32f8c29dbb62481652be765b3f558e8108b,doc: Update Design.md to mention syntex_syntax and config, ,1,37,   Design.md--23--14--37,Perfective,
12516,f18335edb2917a310b69a522e6f3fde30af3d419,bootstrap: convert rustc-src to use Tarball, ,2,70,   src/bootstrap/tarball.rs--28--20--48   src/bootstrap/dist.rs--2--20--22,Perfective,
88329,3e62ad3fb95b96c224e64bd83c98bc94bad5ec65,Remove ancient GC cfg flags, ,1,6,   src/librustc/driver/config.rs--0--6--6,Corrective,
36495,805e270910f892780b06f36f6c4a8bfd29474876,[WIP], ,1,45,   ar_test.rs--45--0--45,Adaptive,
83719,33a3d6d88f76bfae770983ee50e36e23cc4c7655,Thread native name setting  fix #10302, ,3,37,   src/libstd/sys/unix/thread.rs--14--15--29   src/libstd/sys/common/thread_info.rs--4--0--4   src/libstd/thread.rs--0--4--4,Corrective,
73700,dc45d924b6ec0ffc7fadf8763ce5fc91946e2dcd,Adjust error code, ,2,6,   src/librustc_typeck/diagnostics.rs--2--2--4   src/librustc_typeck/coherence/overlap.rs--1--1--2,Corrective,
14648,89eac50a87cbe189976ee8c9f41f19c37f07da3d,Hide outermost_fn_param_pat  it's an internal detail, ,3,12,   compiler/rustc_typeck/src/check/gather_locals.rs--2--6--8   compiler/rustc_typeck/src/check/check.rs--1--1--2   compiler/rustc_typeck/src/check/mod.rs--1--1--2,Perfective,
80408,ee64bab76cdaa375cc015a5eb3e3fd7581d2a7b3,mk: Don't add cross prefixes for MSVC,Currently the MSVC compilers don't have any cross prefixes and we're only able  to make an MSVC compiler with a cross compile  so just avoid this logic on msvc  for now.   ,1,2,   mk/platform.mk--2--0--2,Perfective,
64809,2b07d0d853aa616e89c52549311325253af236ec,inhibit enum layout optimizations under `#[repr(C)]` or `#[repr(u8)]`,Fixes #40029   ,3,34,   src/test/run-pass/enum-layout-optimization.rs--27--0--27   src/librustc/ty/mod.rs--4--0--4   src/librustc/ty/layout.rs--2--1--3,Corrective,
40527,6536dbb640232f4f61fd7c6b4b129b7564cefff2,hir: HirId-ify intravisit, ,20,86,   src/librustc/hir/intravisit.rs--10--11--21   src/librustc/hir/map/collector.rs--9--8--17   src/librustc/lint/context.rs--4--4--8   src/librustc/hir/map/hir_id_validator.rs--3--3--6   src/librustc/lint/mod.rs--1--2--3   src/librustc_privacy/lib.rs--1--2--3   src/librustc/hir/lowering.rs--1--1--2   src/librustc/middle/dead.rs--1--1--2   src/librustc/middle/liveness.rs--1--1--2   src/librustc/middle/stability.rs--1--1--2   src/librustc_lint/builtin.rs--1--1--2   src/librustc_lint/nonstandard_style.rs--1--1--2   src/librustc_metadata/encoder.rs--1--1--2   src/librustc_mir/transform/mod.rs--1--1--2   src/librustc_passes/hir_stats.rs--1--1--2   src/librustc_typeck/check/method/suggest.rs--1--1--2   src/librustc_typeck/check/mod.rs--1--1--2   src/librustc_typeck/check/regionck.rs--1--1--2   src/librustdoc/test.rs--1--1--2   .../auxiliary/issue-40001-plugin.rs--1--1--2,Adaptive,
16954,f583513dc2ad48076665505a1418db6053657f0b,Intorduced MiniMap - a tiny small storage optimized map implementation,This makes everything about 1% faster in rustc-perf   mostly negating performance hit of previous commit.   ,3,33,   compiler/rustc_infer/src/infer/combine.rs--30--1--31   Cargo.lock--1--0--1   compiler/rustc_infer/Cargo.toml--1--0--1,Adaptive,
108704,ea670992348f8a80fe467dd8ef73a3d2acd0232b,Add support for mutable unique boxes,Issue #409   ,2,7,   src/test/run-pass/unique-mutable.rs--5--0--5   src/comp/middle/mut.rs--1--1--2,Perfective,
40452,b96c4329dbe2812c6bd3a11bd3fde38a68fa6b58,Add `#[rustfmt::skip]` to methods tests,Many people run rustfmt automatically on save. Format-dependent tests  should be marked with `#[rustfmt::skip]` to prevent accidental  reformatting from this. As a bonus the rest of the code can the formatted.   ,2,51,   tests/ui/methods.stderr--24--25--49   tests/ui/methods.rs--2--0--2,Perfective,
40859,c8752415dc0775960accc5f6ae11be782910b3c6,Add rustdoc index page test for future deprecation attributes, ,1,2,   src/test/rustdoc/deprecated-future.rs--2--0--2,Perfective,
33035,72058a6d0d63fef5705e6f4d040b1dff3ce7affd,Simplify   removing a FIXME, ,1,5,   clippy_lints/src/utils/mod.rs--2--3--5,Perfective,
66454,292d36febdf2ceaa73c41e2e46b41a5719394c2f,Add missing doc examples for Builder, ,1,48,   src/libstd/thread/mod.rs--45--3--48,Perfective,
10531,1abc1e2a43c116a87bd430fa14a86e67617b861a,Add test for non_fmt_panic lint for panic!(some_macro!())., ,2,24,   src/test/ui/non-fmt-panic.stderr--17--1--18   src/test/ui/non-fmt-panic.rs--6--0--6,Perfective,
18133,18f47d81dae6740a4b62262cf2518ea1cfe19e62,Misleading documentation for derived Ord/PartialOrd implementation for enums #75620, ,1,4,   library/core/src/cmp.rs--2--2--4,Perfective,
31880,e676998b6180f48333300de065e156ad166bb7b5,Rustup to rustc 1.40.0-nightly (084beb83e 2019-09-27), ,3,42,   patches/0017-Fix-libtest-compilation.patch--16--6--22   .../0020-libtest-Don-t-require-panic_unwind.patch--0--11--11   patches/0018-test-Force-single-thread-mode.patch--0--9--9,Adaptive,
91670,6132f7f6660c29fe3fc02422b7047246033db84f,rustdoc: Remove io_error usage, ,7,63,   src/librustdoc/html/render.rs--21--19--40   src/librustdoc/html/format.rs--7--6--13   src/librustdoc/html/escape.rs--1--1--2   src/librustdoc/html/layout.rs--1--1--2   src/librustdoc/html/markdown.rs--1--1--2   src/librustdoc/lib.rs--1--1--2   src/librustdoc/test.rs--1--1--2,Perfective,
41238,748970dfa9c12c1a09da4ff3ec724e4dbf7e796d,liballoc: apply uniform_paths., ,9,39,   src/liballoc/collections/mod.rs--5--5--10   src/liballoc/borrow.rs--4--4--8   src/liballoc/raw_vec.rs--2--2--4   src/liballoc/slice.rs--2--2--4   src/liballoc/tests/vec_deque.rs--2--2--4   src/liballoc/collections/btree/map.rs--2--1--3   src/liballoc/alloc.rs--1--1--2   src/liballoc/collections/btree/search.rs--1--1--2   src/liballoc/task.rs--1--1--2,Perfective,
15536,12a294121422a223a8d0a6a9974efbe7577977e7,Move llvm_util::time_trace_profiler_finish call to join_codegen,This makes it also run when compilation has failed  neither --emit exe  nor --emit metadata is passed  or -Zno-link is used.   ,1,12,   compiler/rustc_codegen_llvm/src/lib.rs--6--6--12,Perfective,
100878,93a0763d53f7b6f036e5624f89eaac28ea452fe8,libsyntax: Don't write a ctor ID for struct-like enum variants. rs=rustbot, ,1,2,   src/libsyntax/parse/parser.rs--1--1--2,Perfective,
3768,79e402e9e0e87a5e5a174c012dfded53dec85769,Allow the iOS toolchain to be built on Linux,"The iOS toolchain can be built on Linux with minor changes. The  compilation will invoke `xcrun` to find the path to the iPhone SDK but  a fake `xcrun` executable can be used.    ```  #!/bin/sh  echo ""/path/to/sdk""  ```    The iOS toolchain can then be built and linked with rustup.    ```  $ ./x.py build --stage 2 --host x86_64-unknown-linux-gnu \    	 --target aarch64-apple-ios  $ rustup toolchain link stage1 build/x86_64-unknown-linux-gnu/stage1  ```    It's possible to take this toolchain and compile an iOS executable  with it. This requires the ld64 linker and an iOS SDK. The ld64 linker  can be taken from  [cctools](https://github.com/tpoechtrager/cctools-port). A project's  .cargo/config can then be edited to use the linker for this target.    ```  [target.aarch64-apple-ios]  linker = ""/path/to/cctools/bin/arm-apple-darwin-ld""  rustflags = [      ""-C""       """"""  link-args=      -F/path/to/sdk/System/Library/Frameworks      -L/path/to/sdk/usr/lib      -L/path/to/sdk/usr/lib/system/      -adhoc_codesign      """"""   ]  ```   ",1,5,   src/bootstrap/sanity.rs--0--5--5,Corrective,
53704,1a16271d1cc64e89f6c0acc7803b9d6fa25bf131,added ascii_ctypes feature to libcore tests module, ,1,1,   src/libcore/tests/lib.rs--1--0--1,Perfective,
98291,c4d2b7999a12b8c9111ae1d897c476c052ddc05a,Add Clone derivation for std::net::url types., ,1,6,   src/libstd/net_url.rs--3--3--6,Adaptive,
66295,1765a3fd30b12e8647e79f9caf873c800df42bf9,Add pretty printing of unions in debuggers,Fixes #37479   ,3,25,   src/etc/debugger_pretty_printers_common.py--10--6--16   src/test/debuginfo/union-smoke.rs--2--3--5   src/etc/lldb_rust_formatters.py--3--1--4,Perfective,
39447,64382f4b78bdca6bea1dd06e4a1039646b04ae93,Greatly improve generics handling in rustdoc search, ,5,59,   src/librustdoc/clean/mod.rs--39--2--41   src/librustc_typeck/collect.rs--10--2--12   src/librustdoc/html/render.rs--2--1--3   src/librustdoc/clean/inline.rs--1--1--2   src/librustc_typeck/lib.rs--1--0--1,Perfective,
23474,fd0e2987eda697cfa1ec754021477f54a46645aa,rustc_target: Inherit `windows_uwp_msvc_base` from `windows_msvc_base`, ,1,23,   src/librustc_target/spec/windows_uwp_msvc_base.rs--4--19--23,Perfective,
68648,7c34d9c14492b54eba84b474087980e675eed521,Haiku: Use common thread set_name stub, ,1,12,   src/libstd/sys/unix/thread.rs--5--7--12,Perfective,
84288,2b8678cf5df2b3521ed88b8aea8d7699799e67a0,Give where clauses priority over builtin rules. Fixes #20959., ,2,30,   ...t-false-ambiguity-where-clause-builtin-bound.rs--22--0--22   src/librustc/middle/traits/select.rs--8--0--8,Corrective,
24428,b60d732efe924931f377e1f552ce6290b2ba8393,rustc_hir: nix rustc_errors dep, ,9,44,   .../traits/object_safety.rs--11--11--22   src/librustc_hir/hir.rs--3--4--7   src/librustc_typeck/check/coercion.rs--3--2--5   src/librustc_typeck/astconv.rs--1--2--3   .../traits/error_reporting/mod.rs--1--1--2   src/librustc_typeck/check/method/suggest.rs--1--1--2   Cargo.lock--0--1--1   src/librustc_hir/Cargo.toml--0--1--1   src/librustc_hir/lib.rs--1--0--1,Perfective,
61870,3b9fe77bfcd4c800fab8afcdcc82d31facdc515b,Fix NaN handling in is_sign_negative/positive,See #42425   ,4,86,   src/libstd/f64.rs--8--18--26   src/libstd/f32.rs--8--16--24   src/libcore/num/f32.rs--13--6--19   src/libcore/num/f64.rs--11--6--17,Corrective,
84592,5d6a6f59575ab389bb6c2f199e5723923a68ab1d,rustc: remove dead code, ,2,18,   src/librustc/middle/ty.rs--0--17--17   src/librustc/middle/infer/coercion.rs--0--1--1,Perfective,
43417,ac47bd725ff6e9d0359acd2ac794232f94105d0c,Fix a compile-fail test, ,1,2,   src/test/compile-fail/const-fn-error.rs--1--1--2,Corrective,
